Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Cluster,PCA1,PCA2
Whoï¿½ï¿½ï¿½s Afraid of Little O,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401037,862,52.3,166168092.0,5004.0,25607992.0,78.0,16423009.0,"244,859",,"815,500",7202700.0,"49,401,469",38.0,366,54,4.0,"2,143,866",43.0,2890486.0,"4,515",3224599.0,116673.0,,0.0,0,-1.0891062168387,-0.48996502588291985
THE LONELIEST,THE LONELIEST,Mï¿½ï¿½ne,10/7/2022,ITB002200745,865,52.2,330593989.0,54823.0,16021571.0,67.0,175561257.0,"2,216,240","296,115","22,320,319",270169817.0,"224,863,549",53.0,"176,130",21,61.0,"1,631,239",37.0,6555059.0,"1,735",3224599.0,4266103.0,,0.0,0,-0.3991735090506986,-0.5654766777575201
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2/8/2024,USUM72400409,864,52.2,89513100.0,8049.0,60410593.0,75.0,38613955.0,"433,335",,"14,000",52800.0,"547,710,147",51.0,20,"1,471",9.0,"1,244,194",42.0,20163317.0,"8,711",3187345.0,446156.0,,1.0,0,-0.5837761410165678,1.0429414175213103
Nunca Es Suficiente,Nunca Es Suficiente,Los ï¿½ï¿½ngeles Az,4/20/2018,MX1721600892,863,52.2,478494818.0,53736.0,20478756.0,67.0,2148970473.0,"6,055,824","43,294","16,884,958",145723405.0,"43,699,996",37.0,"10,958",24,8.0,"55,460",10.0,239441848.0,"95,937",3224599.0,3116053.0,,0.0,0,1.168892425291128,-1.6558649129145395
MANIKIN (feat. Wifisfuneral),ItWasntEnough - EP,XXXTENTACION,9/8/2023,USQX92304814,868,52.1,4306793.0,4668.0,412676.0,,148269610.0,,,,265917250.0,,,,,,,,12735768.5,,34328895.0,38034.0,,1.0,0,-1.2449453729816298,1.889572140792477
Copines,Copines,Aya Nakamura,8/24/2018,FRZ041800793,867,52.1,381322519.0,70125.0,7759068.0,67.0,793025740.0,"7,300,331","9,295,551","769,130,337",8503116899.0,"11,289,899",45.0,"16,672",,29.0,"258,833",7.0,549774.0,"2,745",3224599.0,5305717.0,,0.0,0,0.00021306160357029976,-0.9402812716613328
Thank God,Different Man,Kane Brown,9/9/2022,USRN12200041,866,52.1,157341967.0,20612.0,11359519.0,67.0,98239826.0,"752,054","213,898","11,321,551",123462516.0,"366,164,170",59.0,"372,512",127,15.0,"398,591",46.0,137496334.0,"43,041",3224599.0,1100920.0,,0.0,0,-0.7374204027500197,-0.5988313087947995
TQM,TQM - Single,Fuerza Regida,5/19/2023,QZ9QQ2300371,869,51.8,497682165.0,40368.0,24948673.0,70.0,143949357.0,"729,741","236,300","73,808,507",824220151.0,"65,010",48.0,"1,643",19,18.0,"6,780,767",19.0,34606889.0,"10,877",3224599.0,616368.0,,1.0,0,-0.35611339124231156,1.0178381845836164
Lily,Different World,Alan Walker,12/14/2018,NOG841813040,870,51.8,403860053.0,45516.0,8731552.0,66.0,1057546150.0,"7,402,999","7,210,674","89,296,676",1297576376.0,"3,130,304",6.0,"1,552",,1.0,310,9.0,26619723.0,"65,704",3224599.0,1793716.0,,0.0,0,-0.2014912635127805,-1.0054129542232313
Massive,"Honestly, Nevermind",Drake,6/17/2022,USUG12204890,873,51.7,253114498.0,111173.0,20965015.0,65.0,42397563.0,"402,014","188,128","77,604,432",887138394.0,"49,818,215",57.0,"67,376",768,14.0,"191,109",28.0,15938883.0,"134,597",4254609.0,2091080.0,,0.0,0,-0.16202934045262404,-0.29633514749852385
a lot,i am > i was,21 Savage,12/21/2018,QZ45A1700126,872,51.7,949835159.0,219301.0,32815164.0,73.0,905118647.0,"6,526,285","55,114","16,502,363",131214658.0,"180,070,256",70.0,"94,446",82,28.0,"160,500",30.0,123783971.0,"95,694",3224599.0,3759769.0,,1.0,1,2.142976797105132,0.9338496094320039
Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),Tainy,8/22/2019,USUM71912751,871,51.7,711861577.0,84611.0,28656289.0,69.0,1359220447.0,"4,586,141","611,826","17,295,595",185706534.0,"136,934,639",133.0,"12,356",18,25.0,"360,047",28.0,111865989.0,"16,392",5576102.0,1522049.0,,0.0,0,0.9658157176891086,-0.9999583910791464
Tek Baï¿½ï¿½,Tek Baï¿½ï¿½ï¿½ï¿½ma ,Semicenk,5/3/2024,FRX452438249,875,51.6,21803486.0,1250.0,4918007.0,72.0,39172911.0,"208,885",,,265917250.0,"2,606,582",9.0,"1,655",,3.0,"1,583,000",,12735768.5,,16282.0,90134.0,,0.0,0,-1.5136026730065477,-0.6387225632772051
BAND4BAND,BAND4BAND (Official Video),Central Cee,6/6/2024,USSM22401074,874,51.6,86144467.0,1.0,24.0,,148269610.0,,,,265917250.0,,,,,,,,12735768.5,,3224599.0,854584.0,,1.0,0,-1.3941379654580475,0.901724065694586
Look What You Made Me Do,Look What You Made Me Do,Taylor Swift,8/24/2017,USCJY1750000,876,51.6,1152346128.0,93178.0,62880711.0,75.0,1922214505.0,"18,201,048","178,524","67,907,529",563244716.0,"1,749,919,925",122.0,"11,382",113,43.0,"239,444",35.0,149366824.0,"295,550",3224599.0,5102278.0,,0.0,1,2.4194535235950854,-1.4014626985113252
WOKE UP,WOKE UP,XG,5/21/2024,JPB602401462,877,51.5,16684393.0,1247.0,25606219.0,74.0,19177238.0,"873,736","23,413",,265917250.0,,18.0,582,,2.0,"338,389",20.0,30995.0,102,3224599.0,63167.0,,0.0,0,-1.2616545414446294,-0.5022600540137635
Toki,Toki,Casper Magico,5/2/2024,QM4TX2443609,878,51.5,13741023.0,2062.0,5740990.0,72.0,39658915.0,"635,184",,,265917250.0,"22,620,459",13.0,"1,109",,2.0,"7,386",,135590.0,93,3224599.0,80807.0,,0.0,0,-1.51326539097557,-0.5312906777052404
Young Dumb & Broke,The RCA-List (Vol. 5),Khalid,1/1/2017,USRC11700144,881,51.4,1527159800.0,187813.0,83108168.0,76.0,1270330281.0,"8,766,754","194,595","27,581,217",216666194.0,"189,783,592",172.0,"31,081",185,47.0,"604,640",26.0,410189803.0,"283,135",9133063.0,6513209.0,,0.0,1,4.214061713960171,-0.799520540596124
El Beneficio De La Duda,El Beneficio De La Duda,Grupo Firme,5/28/2024,USA2P2433586,880,51.4,15557247.0,446.0,37375496.0,73.0,16286691.0,"216,933",,,265917250.0,,9.0,48,,5.0,"2,134,351",11.0,489897.0,651,19233.0,91868.0,,0.0,0,-1.1340624626752054,-0.5906514694736478
ALV,"Sentimiento, Elegancia y Mï¿½ï¿½s Ma",Arcï¿½ï¿½,11/17/2023,QMFMF2330232,882,51.4,118490212.0,10053.0,10075643.0,72.0,158132299.0,"835,029",,,265917250.0,"1,207,256,080",8.0,"18,438",,11.0,"1,370,299",1.0,3877792.0,"2,229",3224599.0,514683.0,,0.0,0,-1.2174976739333558,-0.5794781171315638
In A Minute,In A Minute,Lil Baby,4/7/2022,USUG12200033,879,51.4,171118535.0,81407.0,13177118.0,57.0,238335324.0,"1,764,954","75,540","21,092,926",191118526.0,"360,805,538",52.0,"252,456",727,4.0,"1,324,033",31.0,47511512.0,"12,228",3224599.0,1695618.0,,1.0,0,-0.39859690391564206,1.0163521465259209
Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,3/20/2020,USUG12101839,884,51.4,1549317525.0,178149.0,71174158.0,73.0,385884628.0,"4,302,435","89,958","59,135,602",426511103.0,"271,720,676",309.0,"236,616",,166.0,"2,493,997",58.0,87260353.0,"20,102",5621588.0,3251107.0,,0.0,1,2.5796528628044384,-0.26120272945873996
No Se Vale,un,Camilo,2/7/2024,USSD12400019,883,51.4,19388370.0,1341.0,7152408.0,,19658783.0,"136,351","871,174","22,013,623",441343495.0,"110,742,872",1.0,"1,370",,11.0,"1,544,792",,196350.0,63,3224599.0,42410.0,,0.0,0,-1.503826514856398,-0.5216263293350678
Jerusalema (feat. Nomcebo Zikode),Jerusalem,Master KG,11/29/2019,ZA82Y1900130,885,51.3,406132477.0,110858.0,13496585.0,66.0,925222640.0,"7,714,435","790,561","54,406,926",849243924.0,"33,866,411",92.0,"125,439",2,73.0,"3,432,383",8.0,7150193.0,"19,558",3224599.0,15915419.0,,0.0,0,1.0268038865450662,-1.097066914217524
DENTRO DA HILUX,DENTRO DA HILUX - Single,Luan Pereira,8/24/2023,BCX5C2300025,888,51.2,178699480.0,14552.0,18055636.0,24.0,261753577.0,"1,458,487",,"339,300",2800000.0,"800,291,411",12.0,"2,130",,25.0,"1,406,166",7.0,757.0,,483325.0,121733.0,,0.0,0,-1.034957062169845,-0.6851786371339686
Funk do Patinho,Funk do Patinho,Bento e Totï¿,1/22/2022,BX7CP2200001,887,51.2,16197748.0,1827.0,221916.0,55.0,967275295.0,"1,562,052","31,500","2,460,399",40465134.0,16,,,,,,,12735768.5,,3224599.0,16249.0,,0.0,0,-1.1621832445699525,-1.0158368790548158
El Amor de Mi Vida,El Amor de Mi Vida,Los ï¿½ï¿½ngeles Az,8/17/2023,MX1722301696,886,51.2,130709283.0,12585.0,10844674.0,64.0,248099324.0,"859,237",682,"462,948",3169042.0,"353,234,264",8.0,"25,990",,12.0,"476,181",28.0,2831460.0,"1,113",3224599.0,555880.0,,0.0,0,-1.141773192979536,-0.6173766114377703
Blueberry Faygo,Certified Hitmaker,Lil Mosey,11/8/2019,USUM72001714,889,51.2,1295251940.0,197036.0,39104125.0,67.0,380793694.0,"4,733,751","1,099,556","147,484,414",1065757953.0,"142,871,159",121.0,"133,128",135,40.0,"79,824",15.0,97563481.0,"165,056",3224599.0,2786545.0,,1.0,1,2.0497639431731125,1.194089856897738
Jiggle Jiggle,Jiggle Jiggle,Duke & Jones,5/13/2022,GBARL2201151,891,51.2,121214716.0,37436.0,6111674.0,56.0,12801028.0,"183,570","4,762,920","1,378,075,519",14693507776.0,"1,804,738",13.0,"4,797","1,168",2.0,"2,613",10.0,2538534.0,"16,457",3224599.0,1772963.0,,0.0,0,-0.9868864609405131,-0.5882253396891843
En la Intimidad,En la Intimidad,Big One,2/1/2023,ARP7V2200017,890,51.2,210712407.0,24033.0,7343818.0,65.0,379884934.0,"1,091,380","575,300","54,956,649",793158034.0,"18,815,238",8.0,"6,145",52,13.0,"299,787",9.0,12735768.5,,3224599.0,261474.0,,0.0,0,-0.9653773640037108,-0.6654772169428461
Counting Stars,Native (Standard),OneRepublic,1/1/2013,USUM71301306,892,51.1,2466006842.0,343135.0,114346295.0,81.0,304524339.0,"2,956,756","382,991","125,290,160",1245061983.0,"149,045,425",198.0,"237,316",170,138.0,"1,401,001",40.0,1394055006.0,"1,085,579",3224599.0,118910.0,,0.0,1,8.304068704787362,-0.41911812818059185
Essence (feat. Tems),Essence (feat. Tems),Wizkid,10/28/2020,USRC12003059,893,51.0,242254880.0,85783.0,13563028.0,66.0,418190794.0,"2,892,075","280,027","66,345,848",617402549.0,"82,045,151",216.0,"404,288",561,21.0,"229,656",42.0,59766393.0,"32,203",15395153.0,4536227.0,,0.0,0,0.05176688494908095,-0.28379184412630976
Get Into It (Yuh),Planet Her,Doja Cat,6/25/2021,USRC12101535,895,51.0,603196133.0,97704.0,24305145.0,68.0,265715680.0,"3,742,969","1,300,477","823,930,204",7709942104.0,"125,603,487",55.0,"228,888","4,500",17.0,"198,575",8.0,53920294.0,"27,170",3224599.0,2436551.0,,1.0,0,0.37820302387908084,0.9801629926281973
RAVE,RAVE,Dxrk ï¿½ï¿½ï¿½,3/18/2022,QM4TX2201027,894,51.0,415552038.0,104372.0,42500205.0,71.0,281772953.0,"4,299,740","814,700","474,655,469",5435575162.0,"31,543,598",32.0,282,,6.0,"129,549",2.0,3358648.0,"7,092",3224599.0,2994271.0,,0.0,0,0.36899299759162724,-0.49121409747959566
No Me Conoce,No Me Conoce,Jhay Cortez,2/22/2019,USUM71900979,896,51.0,49585127.0,9710.0,1428548.0,47.0,2272109362.0,"6,577,485","12,412","1,911,710",20432637.0,"315,246,980",3.0,"1,066",,3.0,"29,899",20.0,15194156.0,"3,826",3224599.0,466976.0,,0.0,0,-0.4705725865726554,-1.6770223802534332
offline,att.,Young Miko,4/5/2024,QZXD92300025,900,50.9,109149345.0,8869.0,89312461.0,82.0,21230788.0,"190,160",,,265917250.0,"1,050,568",41.0,"2,232",56,23.0,"3,065,065",34.0,575037.0,201,3224599.0,267702.0,,1.0,0,-0.24165336468182322,1.0953745857651809
TOPIA TWINS,UTOPIA,Travis Scott,7/28/2023,USSM12305013,898,50.9,196369387.0,70723.0,12274321.0,74.0,26280803.0,"447,983","47,600","23,423,522",141407787.0,"3,855,807",14.0,89,2,6.0,"67,395",1.0,638202.0,"1,463",3224599.0,310132.0,,1.0,0,-0.7539720590993562,1.155229347724786
Janze,Janze,Xamdam Sobirov,7/31/2023,RUA1D2384226,899,50.9,344691.0,77.0,5871.0,30.0,334194426.0,"866,855","154,161","4,397,504",144597808.0,"62,334,320",1.0,,,,,,12735768.5,,3224599.0,407695.0,,0.0,0,-1.439080029723076,-0.7052800972311309
"O Saki Saki (From ""Batla House"")","O Saki Saki (From ""Batla House"")",Neha Kakkar,7/15/2019,INS181904064,897,50.9,144985656.0,15143.0,5892217.0,57.0,1662729195.0,"8,178,016","3,112,998","41,878,672",462897728.0,"255,648,659",18.0,"2,585",,,,3.0,12735768.5,,403099.0,717736.0,,0.0,0,-0.5558906301526231,-1.4410252540134576
Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,USUM71813195,901,50.9,1269760706.0,137601.0,32384233.0,76.0,824308720.0,"4,676,578","1,213,771","33,512,447",573562180.0,"1,951,219,741",88.0,"66,461",4,55.0,"606,748",27.0,322220265.0,"104,680",612635.0,9755956.0,,0.0,1,2.6591722600551284,-1.036420117806566
Monotonï¿½,Monotonï¿½,Shakira,10/19/2022,USQX92204791,903,50.8,498744348.0,50326.0,35586221.0,67.0,306510173.0,"4,113,572",,"1,230",38341.0,"87,435,327",78.0,"78,919",,49.0,"782,647",52.0,42356554.0,"5,230",3224599.0,913182.0,,0.0,0,-0.061221897350411655,-0.5579859594023432
Aku Sayang Tapi Kau Tak Paham,Aku Sayang Tapi Kau Tak Paham,DJ Boneng,11/15/2023,GXBAV2345718,902,50.8,716453.0,22.0,36989.0,1.0,12045.0,174,"1,800,000","2,635,212",100001777.0,,,,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-1.555819789891228,-0.5438000138561029
Thought You Should Know,Thought You Should Know,Morgan Wallen,5/6/2022,USUG12202977,906,50.7,340227841.0,40523.0,6267614.0,73.0,137384524.0,"667,467","16,626","4,371,872",28018314.0,"196,339,404",18.0,"263,301",32,1.0,71,13.0,215914717.0,"34,298",4421163.0,857184.0,,1.0,0,-0.26460789157428,0.9512999075062935
CAIRO,CAIRO,KAROL G,11/13/2022,USUM72220925,904,50.7,443093379.0,35995.0,21160001.0,72.0,273852759.0,"1,690,512","625,126","42,735,677",600184949.0,"11,558,006",58.0,"52,189",125,26.0,"2,263,487",36.0,24842372.0,"3,643",1653982.0,1174788.0,,1.0,0,-0.43805384604130837,0.8817152539854557
Cupido,Cupido,TINI,2/14/2023,USHR12245118,905,50.7,358240136.0,35751.0,23674275.0,70.0,216226939.0,"844,073","827,378","189,261,300",2253379250.0,"20,052,884",42.0,"33,335",317,33.0,"444,294",77.0,243118.0,294,3224599.0,556867.0,,0.0,0,-0.6065085988831621,-0.548298320404836
Raja Ji Ke Dilwa,Raja Ji Ke Dilwa,Pawan Singh,12/19/2023,INM1Q2326022,909,50.6,4283.0,1.0,3.0,,224819919.0,"1,249,285",,,265917250.0,"29,757,537",,,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-1.4601016129167272,-0.6605032626968966
Out thï¿½ï¿½,Lyfï¿,Yeat,9/9/2022,USUM72217063,907,50.6,338097605.0,85480.0,16509403.0,73.0,54214841.0,"680,291","47,215","15,066,093",117839587.0,"18,856,089",14.0,63,37,1.0,"58,975",,1750477.0,"4,925",26616347.0,664273.0,,1.0,0,-0.25214331934980666,1.8944898553596952
Winning Speech,Winning Speech,Karan Aujla,5/16/2024,AUBEC2438671,910,50.6,17917738.0,938.0,5754144.0,73.0,28606016.0,"488,260",,,265917250.0,"19,904,542",22.0,37,,,,14.0,12735768.5,,97075.0,44138.0,,0.0,0,-1.5148075899468698,-0.6296982518105032
Home,Home - Single,Good Neighbours,1/17/2024,GBUM72400322,911,50.6,205068203.0,19044.0,62137392.0,,8916657.0,"104,172",,"1,489,700",24837700.0,"2,476,271",67.0,"22,019",535,36.0,"876,086",65.0,17230222.0,"2,283",3224599.0,606973.0,,0.0,0,-0.4066937902554174,-0.4357647474856676
Sobrio,Sobrio,Maluma,7/8/2021,USSD12100322,908,50.6,600199930.0,66655.0,24281295.0,64.0,743954914.0,"2,817,472","189,200","19,480,120",254681143.0,"484,483,790",95.0,"45,992",66,26.0,"1,933,432",59.0,41992168.0,"9,863",3224599.0,1823474.0,,0.0,0,0.23576066988656577,-0.7778302069228992
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,USUM72308540,913,50.5,247682011.0,67166.0,13150883.0,72.0,81060467.0,"925,753","13,500","6,210,382",38882669.0,"703,035",51.0,"3,710",,9.0,"44,406",5.0,665747.0,"2,700",3224599.0,1390039.0,,0.0,0,-0.6525972023569917,-0.4238903743004487
Praise The Lord (Da Shine) (feat. Skepta),TESTING,A$AP Rocky,5/25/2018,USRC11800930,916,50.5,1244981489.0,295646.0,48300175.0,78.0,847656575.0,"6,337,444","106,923","60,624,218",650317525.0,"165,012,134",110.0,24,,60.0,"282,248",29.0,29244476.0,"21,682",3224599.0,6227926.0,,1.0,1,3.0289198593383184,1.1391108030061474
Se Acabï¿½ï¿½ la Cuaren,Viva el Perreo,Jowell & Randy,8/6/2020,QM6P42086452,915,50.5,73468394.0,23284.0,4240574.0,51.0,73136867.0,"889,596","10,152,900","212,959,708",2985601079.0,996,11.0,"4,391",73,5.0,"45,642",,12140646.0,"6,751",1635079.0,1057655.0,,1.0,0,-1.206112137685589,0.9214406417292168
Look Back At It,Look Back At It,A Boogie Wit da Hoodie,12/7/2018,USAT21812667,912,50.5,769061748.0,136145.0,21910460.0,73.0,233288549.0,"2,397,744","202,814","33,604,598",250645860.0,"39,277,808",49.0,"91,002",329,17.0,"25,856",15.0,164836824.0,"131,521",95216986.0,6255853.0,,1.0,1,1.9123884746858977,3.8411191788896946
End of Beginning,DECIDE,Djo,9/16/2022,GBKPL2205058,918,50.5,710784872.0,64517.0,191969474.0,90.0,44322144.0,"594,352","129,300","118,218,973",1027806256.0,"58,700,775",149.0,"94,468",501,133.0,"18,315,130",107.0,4025966.0,"5,291",3224599.0,3343993.0,,0.0,1,2.2522834690080242,-0.2768008451438992
K-POP,K-POP (Chopped & Screwed),Travis Scott,7/18/2023,USSM12305652,917,50.5,285481590.0,62715.0,24530922.0,68.0,40688228.0,"817,018","4,427","3,170,160",129035232.0,"331,318,025",46.0,"15,660",347,39.0,"587,945",37.0,4832444.0,"3,721",3224599.0,808863.0,,1.0,0,-0.517703335695732,1.1308275847476954
favorite,favorite - EP,Isabel LaRosa,3/29/2024,USRC12400507,919,50.5,123802404.0,7364.0,40769771.0,82.0,21277734.0,"440,764",,"2,357,131",20879200.0,"126,759,586",43.0,"1,815",,45.0,"394,030",44.0,333441.0,463,3224599.0,1040640.0,,0.0,0,-0.8609691526402646,-0.49293819827921387
You & Me,JENNIE Special Single [You & Me],JENNIE,10/6/2023,KRA402300041,914,50.5,183134509.0,12210.0,12194109.0,,164326447.0,"3,483,743","319,200","56,468,580",518880479.0,"1,663,397,140",15.0,"6,316",35,12.0,"265,865",29.0,710467.0,737,3224599.0,345892.0,,0.0,0,-1.1282592888685579,-0.5710200647938195
Tattoo,Tattoo,Rauw Alejandro,2/13/2020,QZHN21900087,922,50.4,341742937.0,53836.0,9757013.0,58.0,1281379386.0,"7,138,308","2,132,748","73,202,309",650666266.0,"171,345,507",45.0,"11,458",117,15.0,"133,918",45.0,6119993.0,"4,186",3224599.0,713534.0,,0.0,0,-0.21166563738346383,-1.0625771558458192
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),So Fresh The Hits of Summer 2011 + The Best Of 2010,Shakira,1/1/2010,USSM11001353,921,50.4,829352129.0,159324.0,36048887.0,61.0,4062829308.0,"23,606,907","2,250,587","417,038,157",5938511405.0,"269,751,922",109.0,"22,773",43,96.0,"1,215,762",33.0,129133941.0,"641,400",542470.0,854584.0,,0.0,1,2.8477133336986618,-2.4038827421429656
LA RANGER (feat. Myke Towers),The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,3/28/2024,USWL12400690,920,50.4,79786203.0,8939.0,75931694.0,76.0,32616728.0,"216,834",,,265917250.0,"13,323,878",29.0,"4,514",9,25.0,"1,896,889",18.0,545735.0,194,3224599.0,236268.0,,1.0,0,-0.443649686421166,1.0764612043734216
no tears left to cry,No Tears Left To Cry,Ariana Grande,4/20/2018,USUM71805289,923,50.2,1331371819.0,100503.0,36840744.0,71.0,1426855223.0,"11,706,422","698,131","30,791,124",219920452.0,"1,865,455,236",143.0,"180,151",280,68.0,"735,006",67.0,181267091.0,"95,346",3224599.0,6415036.0,,0.0,1,2.234623821937718,-1.1957883793851427
I Fck Up,I Fck Up - Single,Prince Ayaya,10/28/2023,QZTBB2395775,924,50.1,239850720.0,44.0,223.0,,92839.0,"1,676","1,900,000","35,297,892",454838946.0,,2.0,,,,,,12735768.5,,3224599.0,238732.0,,1.0,0,-1.349224953170311,0.9935941830680858
Upside Down,Upside Down,JVKE,8/18/2020,QM24S2008283,925,50.1,121391098.0,28044.0,6194695.0,54.0,19099476.0,"465,493","10,318,700","164,374,946",1710758827.0,517,24.0,"1,790",122,5.0,"12,865",2.0,2403391.0,"3,205",3224599.0,1184072.0,,0.0,0,-1.1577973645408826,-0.4977838017481181
Crawling,Papercuts,Linkin Park,4/12/2024,USWB11201319,927,50.1,570290910.0,174.0,525584.0,,148269610.0,,,,265917250.0,,,,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-0.9556702915875012,-0.6085346233133608
Nosso Quadro,AgroPlay Verï¿½ï¿½o V,AgroPlay,2/2/2023,BCA6L2300010,926,50.1,423018422.0,23872.0,16779061.0,63.0,361813279.0,"1,727,192","288,613","21,077,364",277692228.0,"841,498,728",21.0,"17,320",,31.0,"6,708,107",12.0,12735768.5,,3224599.0,609133.0,,0.0,0,-0.6344535960551889,-0.646686829198056
APAGA EL CEL,APAGA EL CEL - Single,FloyyMenor,5/17/2024,QZMWW2484259,929,50.0,33245898.0,2343.0,69471936.0,78.0,15755338.0,"203,277",,,265917250.0,"33,968,779",8.0,48,,3.0,"821,777",17.0,18555.0,27,110406.0,171732.0,,1.0,0,-0.6543784066439882,0.9686293905003069
Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),Badshah,3/26/2020,INS172000876,930,50.0,86295058.0,7591.0,3058131.0,55.0,1022945729.0,"6,994,273","5,444,473","128,000,154",1953198700.0,"197,996,975",7.0,961,,3.0,"2,467",7.0,519209.0,,3224599.0,193040.0,,0.0,0,-1.0059562846548198,-1.0404123362238114
Pure Cocaine,Street Gossip,Lil Baby,11/30/2018,USUG11802285,928,50.0,652559944.0,170734.0,17463888.0,74.0,317320682.0,"2,195,610","13,434","7,576,223",62837382.0,"7,241,389",21.0,36,1,8.0,"35,919",6.0,133082789.0,"60,741",97169903.0,1456448.0,,1.0,1,1.6736929053778336,4.054443870062675
Espresso,Espresso,Sabrina Carpenter,4/12/2024,USUV72401318,933,49.9,536986458.0,1.0,2.0,,148269610.0,,,,265917250.0,,,,,,,,12735768.5,,3224599.0,854584.0,,1.0,0,-0.9759827269782252,0.9110471642859453
Pretty Little Poison,Pretty Little Poison - Single,Warren Zeiders,3/17/2023,USWB12300190,932,49.9,142512477.0,23828.0,9380794.0,72.0,56277759.0,"436,896","100,195","10,946,988",109014578.0,"727,842,762",14.0,"202,432",7,4.0,"177,002",18.0,71730881.0,"10,200",3516110.0,549127.0,,0.0,0,-0.9734377732763558,-0.5195421613842712
Corazï¿½ï¿½n Roto - R,Corazï¿½ï¿½n Roto (Re,Brray,4/7/2023,USUM72305202,931,49.9,203212015.0,36459.0,13719365.0,67.0,178302256.0,"677,453","827,700","24,190,123",359964365.0,"362,205,003",27.0,"12,434",,12.0,"1,842,000",3.0,127732.0,684,3224599.0,836117.0,,1.0,0,-0.8704729389399922,0.9891741895603263
Summer,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Calvin Harris,1/1/2014,GBARL1400296,935,49.8,1497564072.0,255037.0,105180321.0,81.0,1989930606.0,"8,740,440","1,293,032","116,032,171",1214191679.0,"322,680,506",225.0,"55,500",119,170.0,"1,740,585",36.0,332877611.0,"236,102",3224599.0,11380320.0,,0.0,1,5.297357560534425,-1.262307248557974
Murder On My Mind,Murder On My Mind,YNW Melly,6/1/2018,QMCE31801827,934,49.8,1055558326.0,208777.0,21077896.0,72.0,952644680.0,"8,820,105","251,510","44,341,738",350694950.0,"39,105,354",18.0,299,42,10.0,"8,074",,112050497.0,"360,013",3224599.0,2087864.0,,1.0,1,1.905937081682885,0.9185638806749294
