Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Aquï¿½ï¿½ A,Aquï¿½ï¿½ A,Christian Nodal,7/10/2020,MXUM72006101,"2,791",26.6,0.0988707902765237,0.05614414853884968,0.045791090626697006,66.0,0.03659071023909652,"2,506,019","18,138","2,257,511",0.0001521581970366094,"19,729,407",0.018648018648018648,"6,932",341,15.0,"694,760",21.0,0.03218999256654052,"7,626",,0.004104819854898854,,0.0
Whistle,Pioneer The Album (Vol.13),Flo Rida,9/27/2010,USAT21201745,"2,784",26.6,0.19018503273992624,0.30629023816419965,0.17446645020204873,72.0,0.0448181694344328,"4,447,478","81,387","30,075,991",0.0011052670335597774,"145,428,852",0.039627039627039624,647,35,31.0,"288,330",9.0,0.34461704636621227,"708,969",,0.04142217962810013,,0.0
Ceux qu'on ï¿½ï¿½,Ceux qu'on ï¿½ï¿½tait - Si,Pierre Garnier,2/7/2024,FRZ052400042,"2,793",26.6,0.011794490613935735,0.004883204520394111,0.022880422006250258,70.0,0.0017095632387094213,"361,990",,,0.0011401388999390325,"91,399,340",0.0337995337995338,"22,697",,40.0,"17,971,354",13.0,0.008701528632515814,,,0.002015454960660488,,0.0
Apaga El Cel,Apaga El Cel,Calle 24,12/22/2023,USDXS2304292,"2,778",26.6,0.03409437066144698,0.010355848920461186,0.0625122804207781,82.0,0.0033108913216186708,"310,905",,,0.0011401388999390325,"1,098,765,819",0.0034965034965034965,,,5.0,"1,265,523",8.0,0.008701528632515814,,,0.001487707551900902,,0.0
ýýýýýýýýýýýýýýýýýý - ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý,ýýýýýýýýýýýýýýýýýý (ýýýý ýýýýýýýý ýýýýýýýý ýýýýýý),Ahmed Saad,6/20/2023,FRX872398704,"2,781",26.6,0.004808385975965131,0.0058672981126067295,0.006939789260117616,58.0,0.010977174499810477,"649,493","133,700","9,283,133",0.001175000184594063,"27,579,261",0.005827505827505828,"1,323",,3.0,"29,136",,0.008701528632515814,,,0.000736255771082796,,0.0
Leave Me Alone,Leave Me Alone,Flipp Dinero,3/14/2018,QMKSC1800039,"2,782",26.6,0.15225213535182314,0.20709157151785848,0.06832671266650023,62.0,0.02235282185203958,"3,465,425","137,815","50,621,671",0.001363536707375805,"133,910,430",0.04312354312354312,"34,933",223,10.0,"12,666",1.0,0.11199519030037579,"129,261",,0.014849163087953294,,1.0
LATTE (feat. Maria Becerra),The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,3/28/2024,USWL12400693,"2,806",26.5,0.0060289410352146276,0.005582740929316334,0.04149456575073223,68.0,0.001674948005081457,"205,074",,,0.0011401388999390325,"10,030,985",0.0,477,,,,1.0,6.549222841031483e-05,48,,0.00026855079959173874,,1.0
Rolling in the Deep - Acapella,Rolling In The Deep,Adele,1/16/2011,GBBKS1000427,"2,800",26.5,0.0026086727532809158,0.0026744987643781836,0.0008272439453244438,36.0,0.15456350259317322,"13,159,087",,,0.0011401388999390325,"2,055,207,182",0.031468531468531465,"349,469",,1.0,208,,0.008701528632515814,,,0.003888099277733657,,0.0
In My Head,In My Head,Lil Tjay,4/1/2022,USSM12202421,"2,804",26.5,0.055368858166047065,0.1394567329109014,0.032905171512730154,63.0,0.002902528227408723,"923,407",374,"356,522",1.4760737818381574e-05,"341,463,881",0.013986013986013986,"13,487",652,14.0,"94,957",18.0,0.008628773951657166,"6,451",,0.0030296020726483736,,1.0
Plan A,Plan A,Paulo Londra,3/23/2022,USWL12200224,"2,808",26.5,0.0643272383628374,0.07647982438756688,0.022910569513708352,58.0,0.014547279467261903,"5,966,974","50,200","38,034,415",0.001527778303074253,"183,244,953",0.018648018648018648,"12,401",66,13.0,"69,057",19.0,8.687340221135382e-05,284,,0.0011060010762232665,,0.0
GoodSin,Avana - EP,Olivetheboy,4/21/2023,TCAGY2352982,"2,802",26.5,0.0022218782856439144,0.0024881815610332814,0.0005197233597018119,,0.0010696398563411146,"97,768","1,626,005","17,984,432",0.0011241986214373864,,0.004662004662004662,"1,405",,,,,0.008701528632515814,,,0.003888099277733657,,1.0
Thrift Shop (feat. Wanz),The Heist,Macklemore & Ryan Lewis,10/9/2012,GMM881200022,"2,795",26.5,0.2864392450300166,0.014143169526635737,0.006271653559679808,46.0,0.116714529873742,"13,003,790",,,0.0011401388999390325,"340,316,264",0.04662004662004662,"37,641",112,1.0,697,,0.008701528632515814,,,0.11882791884795756,,0.0
River,River,Bishop Briggs,1/22/2016,TCACL1648391,"2,805",26.5,0.12783084700589314,0.15828154561976723,0.06483846804264913,68.0,0.034730299615668286,"8,058,632","2,927,089","432,649,655",0.01777148134980947,"56,048,945",0.054778554778554776,"23,803",23,11.0,"5,595",14.0,0.09328075733623455,"114,975",,0.02218693856374286,,0.0
Dil Diyan Gallan,Tiger Zinda Hai (Original),Atif Aslam,12/12/2017,INY091700035,"2,801",26.5,0.04767678089257004,0.03549681482271918,0.04332711033228801,65.0,0.08128565630094972,"7,661,864","169,700","3,586,828",0.00026061959693176863,"27,572,059",0.017482517482517484,"2,497",,1.0,927,1.0,5.185757945608929e-07,,,0.0025741039556842135,,0.0
Little Bit of Love,Little Bit of Love,Tom Grennan,1/8/2021,GBARL2001197,"2,810",26.5,0.09089487295107669,0.1023643653104468,0.08235178750228427,62.0,0.005924911094739035,"597,354","22,228","9,869,894",0.00035580244643729366,"22,709,518",0.08624708624708624,"249,186",56,37.0,"212,978",11.0,0.0010627182639998737,711,"3,087,711",0.016625735865634008,,0.0
I Knew You Were Trouble.,I Knew You Were Trouble.,Taylor Swift,1/1/2012,USCJY1231039,"2,809",26.5,0.1961106222993675,0.1873419479632989,0.13526924725950715,72.0,0.033417338650618016,"4,002,306","762,018","5,417,399",0.00020958893172799936,"150,833,941",0.07109557109557109,"3,816",42,18.0,"105,709",19.0,0.4464894950437617,"731,107","836,565",0.043604030895362265,,0.0
Fresh Out The Slammer,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401034,"2,811",26.5,0.02462329547780731,0.00418705569698725,0.029677249796243216,,0.0004427234076460482,"113,318",,"348,700",1.071884501989449e-05,,0.01282051282051282,241,,3.0,"52,518",41.0,0.0009106819529209961,721,,9.723171378841609e-05,,0.0
The Real Slim Shady,The Source Hip-Hop Hits Vol. 4,Eminem,1/1/2000,USIR10000448,"2,796",26.5,0.4199540333838454,0.5978173786524523,0.2869656536792864,81.0,0.05891562301683569,"7,927,293","74,682","86,740,640",0.003305785297184794,"568,968,886",0.10722610722610722,"70,311",82,68.0,"2,765,272",46.0,0.3474768340457999,"1,263,577","1,131,521",0.030200859127793994,,1.0
Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Version,Left and Right (Charlie Puth) [feat. Jung Kook of BTS] [Sped Up Version],sped up nightcore,7/18/2022,USAT22210335,"2,807",26.5,0.0008155371676849028,0.0013651969626908267,0.0018487104153059105,27.0,0.025248079615894058,"8,660,129","122,000","1,891,966",0.00010548112672590368,"5,322,461,166",0.0,,,,,8.0,6.041168874186319e-06,,,0.003888099277733657,,0.0
Save Me,Save Me,Jelly Roll,6/25/2020,USZHR2000088,"2,799",26.5,0.033522997197823735,0.04453658677046229,0.004616109801087325,65.0,0.02424162529161753,"3,870,422","115,695","13,408,126",0.0007902973214080444,"442,453,830",0.0011655011655011655,"1,328",8,1.0,"2,482",,0.060818989375974596,"161,227","5,123,723",0.0036196349225086763,,0.0
ýýýýýý,ýýýýýý,SPRITE,4/29/2021,TH2DY2100061,"2,803",26.5,0.0021313892216682727,0.003977025395034816,0.0005311320700093201,41.0,0.027001400233300138,"3,204,368","1,821,332","96,385,707",0.005084682369512692,"27,961,594",0.006993006993006992,819,,,,,0.008701528632515814,,,0.0005365692838723902,,1.0
Best For Me,Best For Me,Joyner Lucas,3/18/2024,QM4TX2423210,"2,798",26.5,0.0044030436629371806,0.005103397578892632,0.011594123767841656,,0.0011581124789590842,"468,752",,"120,700",5.145003248351892e-06,"1,283,674",0.01048951048951049,"5,873",3,6.0,"7,688",28.0,0.005791897893538359,"1,522",,0.0009485130891011843,,1.0
Ni Me Debes Ni Te Debo,Colmillo De Leche,Carin Leon,5/19/2023,QZQMB2105022,"2,797",26.5,0.03946361688367857,0.015799698843647684,0.02488498539126652,52.0,0.0084940266239881,"561,807","83,980","6,759,488",0.0003892275707338979,"7,517,627",0.006993006993006992,"6,941",7,6.0,"21,467",2.0,0.005224750882593627,808,"276,309",0.001489636626190654,,0.0
Ya No Vuelvas,Ya No Vuelvas,Luck Ra,8/9/2022,CLPP22200035,"2,816",26.4,0.0067122237877266745,0.007652555679202426,0.006777402869268916,51.0,0.02319526269362257,"826,925","43,939","2,316,894",0.00011375597933123573,"4,172,329",0.031468531468531465,"1,411",,2.0,"6,728",,0.008701528632515814,,,0.003888099277733657,,0.0
Scared To Be Lonely,Dua Lipa (Complete Edition),Martin Garrix,1/1/2015,NLM5S1600025,"2,815",26.4,0.293096232151397,0.22342481508017567,0.1776350984653844,73.0,0.06099331766250795,"7,131,931","121,770","12,363,862",0.00048767531949495693,"221,491,507",0.15384615384615385,"23,357",43,82.0,"710,034",40.0,0.08590809147552121,"32,167",,0.028703920227464066,,0.0
Un Aï¿½,Un Aï¿½,Sebastian Yatra,1/18/2019,USUM71821048,"2,819",26.4,0.13390029447820312,0.07617155410566896,0.07990273801919319,67.0,0.05088475391145599,"5,534,299","314,552","17,545,978",0.0007060065219116793,"29,178,246",0.05128205128205128,"14,266",248,36.0,"162,734",21.0,0.01581026435189582,"8,362",,0.003888099277733657,,0.0
21,THE GOAT,Polo G,5/15/2020,USQX92002597,"2,814",26.4,0.1169611014384194,0.2278625521052997,0.04383836387765528,67.0,0.009914441259145819,"1,890,192","62,100","5,844,781",9.65261625227492e-05,"25,064,335",0.023310023310023312,36,72,2.0,"9,498",2.0,0.01750498917911666,"25,187",,0.001984758111054459,,1.0
I Gotta Feeling,The E.N.D. (The Energy Never Dies),Black Eyed Peas,1/1/2009,USUM70965169,"2,817",26.4,0.3325155609508145,0.519349041567368,0.41350182480091463,76.0,0.011685571982049768,"1,734,831","498,488","96,154,828",0.0029198336061747204,,0.32634032634032634,"1,708",434,150.0,"2,704,374",86.0,0.23832578464731574,"770,388",,0.05421796597660737,,0.0
NOSTYLIST,NO STYLIST,Destroy Lonely,8/12/2022,USLD91740130,"2,818",26.4,0.023583587283109237,0.09446451588862297,0.018180406915724617,63.0,0.0008753835022337706,"264,058","153,000","72,100,628",0.0023678330227096286,,0.008158508158508158,511,34,,,1.0,0.00031887902010759603,911,"10,092,692",0.0020182166306932227,,1.0
Respect (2021 Remaster),The Genius of Aretha Franklin,Aretha Franklin,2/19/2021,USRH12000996,"2,812",26.4,0.14194318299752728,0.00026592546295590546,6.985500337300255e-05,20.0,0.009083557963613114,,,,0.0011401388999390325,,0.031468531468531465,,,,,,0.3684893161713241,"183,461",,0.003888099277733657,,0.0
SO DONE,SO DONE,The Kid LAROI,10/23/2020,USSM12005922,"2,820",26.4,0.10014940860294703,0.16121011329779755,0.03318307824256293,62.0,0.0039004412242857733,"1,060,419","39,225","15,383,747",0.0004979039622813266,"26,679,235",0.07925407925407925,"39,027",,18.0,"2,013",7.0,0.02091332756401478,"13,139","17,250,455",0.0028939617617984342,,0.0
The Boat Beat,The Boat Beat,Ricky Desktop,5/12/2020,QZES92025420,"2,813",26.4,0.0032339380173137446,0.005379485798394623,0.0018069445486706389,33.0,0.0004942745683970461,"219,118","6,220,932","241,086,839",0.013211682514838233,,0.031468531468531465,,,1.0,749,,0.0003437802235444423,"2,221",,0.0006502436261588333,,0.0
No Es Justo,No Es Justo,J Balvin,5/11/2018,USUM71804471,"2,835",26.3,0.13568711377176634,0.09345501540504514,0.06092455997742166,64.0,0.05914689058481219,"3,017,656","14,706","1,960,151",8.544310124364914e-05,"131,550,363",0.04895104895104895,"12,413",28,43.0,"197,076",32.0,0.016908077693976606,"6,287",,0.0073420885947204275,,0.0
New Jeans,NewJeans 'Super Shy',NewJeans,7/7/2023,USA2P2330067,"2,840",26.3,0.05929953460218239,0.038266165981527496,0.01955935901466678,73.0,0.001981362565814731,"1,238,077","93,504","33,300,089",0.0010394174482046728,"52,890,440",0.006993006993006992,350,,1.0,"18,402",14.0,0.0006018150667969249,"3,042","1,675,417",0.0010094927652935075,,0.0
Cat Partying (TikTok Sped Up) - Remix,Cat Partying (TikTok Sped Up) [Remix],Music Factory,3/20/2023,ARIXB2303741,"2,826",26.3,0.0005529662242228937,0.0019089044379064044,0.00023611418061409456,,0.009083557963613114,,"1,900,000","12,239,089",0.0008446249954835224,,0.031468531468531465,,,,,,0.008701528632515814,,,0.003888099277733657,,0.0
WANNABE,IT'z ME,ITZY,3/9/2020,US5TA2000006,"2,825",26.3,0.08544834528539491,0.05039033454100757,0.022263394888439602,66.0,0.04481400383877657,"8,414,274","116,880","56,690,917",0.0015540868062229399,"40,824,041",0.025641025641025644,"2,293",29,9.0,"45,969",26.0,0.0018434672596362469,"3,933",,0.0031762253677800607,,0.0
Yï¿½ï¿½reï¿½ï¿½i,Yï¿½ï¿½reï¿½ï¿½i,Amo988,9/15/2023,TRBUL2300064,"2,841",26.3,0.01774595728120145,0.012835561517706063,0.018147842728568907,68.0,0.00639832184531823,"350,883","33,300","3,921,299",0.00025918046957449167,"369,727,517",0.0011655011655011655,"2,174",,3.0,"1,583,000",,0.008701528632515814,,,0.001692485157342988,,0.0
No Angels,Everything I Thought It Was,Justin Timberlake,3/14/2024,USRC12400002,"2,839",26.3,0.002590510289757885,0.0027202311688355684,0.027638197266267935,,0.009083557963613114,,,,0.0011401388999390325,,0.0337995337995338,"41,925",1,39.0,"1,094,377",11.0,0.00042441773474531224,208,,0.0008407351625683225,,0.0
Champagne Poetry,Certified Lover Boy,Drake,9/3/2021,USUG12104397,"2,836",26.3,0.07203021820614018,0.1688779131118191,0.05370614355771914,66.0,0.0039002995202714066,"669,096","258,830","147,816,112",0.005162332322419617,"22,392,532",0.017482517482517484,981,12,10.0,"140,499",2.0,0.004581455901351924,"7,745",,0.0013598927310942961,,1.0
Imitadora,Imitadora,Romeo Santos,6/23/2017,USSD11700288,"2,823",26.3,0.11769413115096038,0.08032981532577563,0.05178716265309852,73.0,0.06181728362113527,"4,103,220","318,412","137,583,052",0.00420004395160832,"286,966,207",0.02913752913752914,"6,057",7,16.0,"397,294",4.0,0.07418637775710053,"42,905",,0.01146740941365141,,0.0
ýýýýýýýýýýýýýý,ýýýýýýýýýýýýýý - Single,Akris & Teddy,5/31/2024,FRX872442897,"2,828",26.3,7.123001386480871e-05,0.0,4.5741571563681685e-08,15.0,0.009083557963613114,,,,0.0011401388999390325,,0.031468531468531465,,,,,,0.008701528632515814,,,0.002777343761338714,,0.0
20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,11/17/2017,USAT21704166,"2,830",26.3,0.23513738010729507,0.38040214027652863,0.10583871987668317,77.0,0.006514759721476199,"850,717","43,585","19,855,293",0.0006201067215111229,,0.02097902097902098,911,4,5.0,"15,053",2.0,0.01840056342720323,"31,699",,0.010853613462339751,,1.0
Om Jai Jagdish Hare,The Bhajan Project 2,Shivali,2/16/2023,INS172300521,"2,824",26.3,1.6914760530052064e-06,1.0162756546085561e-05,2.820730246427037e-07,8.0,0.019268328148632587,"1,120,176",,,0.0011401388999390325,,0.031468531468531465,1,,,,,0.008701528632515814,,,0.003888099277733657,,0.0
Ya No Tiene Novio,Ya No Tiene Novio,Sebastian Yatra,8/10/2018,USUM71809940,"2,834",26.3,0.10078991513594408,0.05439446062016528,0.05450382701242055,63.0,0.06603994096599244,"4,083,486","73,016","6,785,915",0.0001854017298558673,"126,637,973",0.03496503496503496,"7,839",85,34.0,"69,942",14.0,0.00742514996718341,"2,835",,0.004300179574067859,,0.0
Your Power,Your Power,Billie Eilish,4/29/2021,USUM72105934,"2,838",26.3,0.09890033878894317,0.13406030918492998,0.08602150799951665,68.0,0.010441645377662267,"4,244,477","124,714","54,016,040",0.0014904927659796726,"47,423,810",0.15034965034965037,"51,953",33,28.0,"568,814",43.0,0.010690519943434026,"6,432",,0.005208209401305334,,0.0
Bling Bling,Bling Bling - Single,Grupo Marca Registrada,11/27/2023,USA2P2358699,"2,837",26.3,0.022511479684428185,0.017252973029737922,0.016795192033275865,,0.0031279011411913895,"376,116",,"596,994",1.8594927834608008e-05,"1,280,723,741",0.0011655011655011655,717,,3.0,"77,873",,0.00022733980221632612,435,"684,353",0.001181157628563861,,1.0
PERO Tï¿,PERO Tï¿,KAROL G,2/23/2023,USUM72222545,"2,827",26.3,0.04972841802266763,0.03864218797373266,0.033042156084170486,71.0,0.006496457971051698,"588,756","215,518","9,084,718",0.0005652499869498313,"7,517,627",0.009324009324009324,528,125,6.0,"404,308",9.0,0.008318045931851429,"1,543",,0.0014260590692920846,,1.0
N'y pense plus,N'y pense plus,Tayc,6/19/2020,FR8FB2002810,"2,833",26.3,0.04156315674639353,0.10283523969708211,0.013488175515960066,63.0,0.013326541900822508,"1,861,229","1,855,774","227,091,507",0.011829002400734789,"17,779,700",0.02913752913752914,"10,488",,12.0,"110,119",3.0,0.0006862622995135676,880,,0.02392150392888282,,0.0
Body,Good News,Megan Thee Stallion,11/20/2020,QMCE32000683,"2,831",26.3,0.07653737429886627,0.09998797407142047,0.0750153654515427,63.0,0.013230941437627139,"3,070,939","1,180,141","371,525,726",0.012319548128690114,"1,231,737",0.02097902097902098,"97,610",401,10.0,"24,852",26.0,0.008701528632515814,,,0.003888099277733657,,1.0
Where You Are,Where You Are,John Summit,3/3/2023,USUG12301338,"2,822",26.3,0.028741903265050224,0.0705024297457109,0.2480748811482452,71.0,0.0009244404762865835,"160,292","12,651","2,501,719",0.00012962887437343437,"35,904,201",0.045454545454545456,"19,860",16,22.0,"409,177",30.0,0.0023795871770597677,"1,553","2,120,172",0.00347550031519891,,0.0
Scream & Shout,Scream & Shout,will.i.am,11/20/2012,USUM71215597,"2,821",26.3,0.17929837965243026,0.30108013164157316,0.19044186941335553,72.0,0.07422445165340667,"6,168,792","139,644","110,048,740",0.0035953599259395076,"226,395,588",0.06993006993006992,"16,967",32,41.0,"869,079",20.0,0.008701528632515814,,"2,747,437",0.07365036389302151,,1.0
bigger thï¿½ï¿½n everyt,bigger thï¿½ï¿½n everyt,Yeat,8/10/2023,USUM72311204,"2,832",26.3,0.011395436798733125,0.044111444788284375,0.021271831970867894,59.0,0.0007328500323327942,"259,674",,"239,969",9.899957624672418e-06,"191,102,695",0.005827505827505828,242,56,2.0,"43,891",,0.0001573115728836269,,"5,094,725",0.0007212644980055965,,1.0
Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),Ice Spice,4/14/2023,USUG12300211,"2,829",26.3,0.051447201767703926,0.05904730932551478,0.13321389548286466,67.0,0.001982093079721912,"356,483","219,907","98,324,852",0.003880382179453302,,0.031468531468531465,"8,968","1,620",,,,0.008701528632515814,,,0.003888099277733657,,1.0
This Is Me,This Is Me,Keala Settle,10/27/2017,USAT21704622,"2,852",26.2,0.18916253803509703,0.13650275834150588,0.07538307050995026,66.0,0.038165357532955704,"4,716,659","18,442","1,528,788",7.059077662981994e-05,"41,140,493",0.08158508158508158,"36,683",,20.0,"48,491",21.0,0.05795329375844818,"183,702","126,042",0.01440428852869331,,0.0
QUE PRETENDES,OASIS,J Balvin,6/28/2019,USUM71912318,"2,849",26.2,0.1884439131960845,0.14509028762294818,0.1125703316210192,71.0,0.029985279369165962,"2,894,907","31,430","21,776,640",0.000563739763096973,"133,515,788",0.13403263403263405,"7,749",36,42.0,"919,695",33.0,0.008701528632515814,,"4,966,997",0.009323452626953768,,0.0
The Chicken Wing Beat,The Chicken Wing Beat,Ricky Desktop,6/13/2020,QZHN72010372,"2,842",26.2,0.015889987634471556,0.02211923962255522,0.004930716518504697,60.0,0.005440000754009939,"1,038,952","4,890,413","206,433,932",0.009279892265354812,"7,628,776",0.0011655011655011655,90,38,,,5.0,0.013916771267355809,"3,606",,0.0027024829397265014,,0.0
Nï¿½ï¿½o Vou Nam,Nï¿½ï¿½o Vou Nam,DJ Ws da Igrejinha,1/19/2024,QZZEC2322612,"2,850",26.2,0.01709489035076439,0.013209889717153547,0.1529297097312674,79.0,0.0021149238987057547,"269,890",,,0.0011401388999390325,"15,869,838",0.0,6,,24.0,"14,916,452",17.0,0.008701528632515814,,,0.0006519543146799342,,1.0
Rim Tim Tagi Dim,Rim Tim Tagi Dim,Baby Lasagna,1/12/2024,AT2DY2400003,"2,848",26.2,0.008157435221578151,0.006778558616239068,0.01570095453473421,75.0,0.0030844279056934493,"837,359","10,600",,0.0011401388999390325,"12,801,813",0.013986013986013986,"2,543",,18.0,"177,178",8.0,0.008701528632515814,,,0.0006907587359471374,,0.0
Baila Baila Baila,Baila Baila Baila,Ozuna,1/5/2019,QM7281886206,"2,845",26.2,0.13157293670818063,0.12044052162041766,0.05640968008600239,64.0,0.03796404844813763,"3,452,638","106,538","2,189,375",5.668716704878381e-05,"11,102,526",0.04428904428904429,"18,970",456,19.0,"1,388,183",47.0,0.07000766599187065,"21,059",,0.0107399027224252,,0.0
Ms. Jackson,Ms. Jackson,Pashanim,8/24/2023,DECE72302560,"2,847",26.2,0.021300905314863446,0.05396084967419896,0.029551109789061104,69.0,0.000589048026624866,"108,288","1,020","502,312",1.9218499239014042e-05,"171,987,731",0.017482517482517484,"9,735",,10.0,"9,087,073",4.0,0.008701528632515814,,,0.0005408733033962236,,0.0
Sï¿½ï¿½PER ULTRA ,Sï¿½ï¿½PER ULTRA ,Picus,4/15/2023,MXUM72300426,"2,844",26.2,0.003308767030695366,0.0016294286328890513,0.00086769855357489,56.0,0.015095369948809039,"1,783,107",,"10,206,545",0.0006236427710185601,"80,150,371",0.031468531468531465,374,,,,1.0,0.008701528632515814,,,0.00025263593670128535,,0.0
Happier (feat. Clementine Douglas),Happier (feat. Clementine Douglas) - Single,The Blessed Madonna,2/2/2024,GBAHT2301515,"2,846",26.2,0.007196382765427734,0.008487595508739123,0.16218054234127083,71.0,0.0002572989568742574,"25,745",,,0.0011401388999390325,"24,444,704",0.054778554778554776,"9,139",99,32.0,"3,648,043",66.0,2.6476744651941666e-05,47,"3,018,379",0.0019498027389597326,,0.0
Sin Tanto Royo,Sin Tanto Royo,Luis R Conriquez,10/20/2023,QMANG2210115,"2,853",26.2,0.021524668304226162,0.018609701028640343,0.02361608370170895,,0.004512149824168763,"328,795",363,"134,310",5.785038923836941e-06,"242,792,313",0.004662004662004662,1,,,,,0.00041665139606708606,333,,0.0012225917784619055,,0.0
Psycho,ýýýThe ReVe Festivalýýý Finale,Red Velvet,12/23/2019,KRA301900597,"2,851",26.2,0.11001872152648841,0.06329534156177856,0.033329527507519316,66.0,0.043917005910171544,"9,852,754","46,801","34,695,574",0.0009546854919948018,"15,450,015",0.023310023310023312,"6,935",5,7.0,"3,371",19.0,0.0020899253594591645,"7,402",,0.0026313483252918993,,0.0
Rhyme Dust,Rhyme Dust,MK,2/24/2023,GBARL2300220,"2,843",26.2,0.027325006420946568,0.07458447029172192,0.23818511501944972,65.0,0.00047448379243463526,"95,181","12,594","8,695,476",0.00039548097100665635,"7,025,105",0.057109557109557105,"14,692",281,22.0,"274,665",18.0,0.0008880511412698229,674,"3,195,929",0.0034704410448918245,,0.0
Tu Foto,Tu Foto,Q' Lokura,5/16/2024,QM6N22456323,"2,869",26.1,0.0021589503314731226,0.0015650645080971762,0.03404629031032695,69.0,0.0007829871548842242,"82,897",,,0.0011401388999390325,,0.0,91,,1.0,"231,785",,0.008701528632515814,,,4.7576249641358244e-05,,0.0
Loco,Loco,Justin Quiles,5/13/2021,USWL12100223,"2,864",26.1,0.09741456252680424,0.13616230599721202,0.08486124254242282,61.0,0.001378002923852139,"150,440","779,826","109,132,088",0.005620380619152512,"982,702",0.06993006993006992,"36,058",,25.0,"73,195",31.0,0.012330182816394445,"5,964","2,036,108",0.013483255648814065,,0.0
Siempre Pendientes,Siempre Pendientes,Peso Pluma,8/15/2022,QM6P42200426,"2,865",26.1,0.09243044732392885,0.05905239070378782,0.0551236329307037,69.0,0.007066751872655399,"497,323","256,000","27,864,309",0.0014889431950914779,,0.019813519813519816,651,,1.0,"4,087",9.0,0.021817764743862936,"5,538",,0.0023924979902367185,,1.0
LALALI,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,USA2P2415976,"2,858",26.1,0.0026349027774704554,0.001056926680792898,0.006781393821387847,,0.001422352053121546,"887,493",,"2,229",9.724638863104436e-08,"5,822,984",0.0,70,,2.0,"5,672",,1.8042201590210146e-05,24,,6.933293184323022e-05,,0.0
Slut Me Out,Slut Me Out - Single,NLE Choppa,4/15/2022,USWB12200942,"2,867",26.1,0.08101465535562663,0.12286603284941675,0.08955237614446984,67.0,0.00175979238003715,"481,537","60,398","29,004,515",0.000800161585007526,"29,533,696",0.008158508158508158,156,35,8.0,"35,925",4.0,0.005298465851040227,"27,818",,0.003704659781770195,,1.0
Real Love,Real Love,Martin Garrix,9/22/2023,NLM5S2302045,"2,859",26.1,0.005392561591675826,0.012007296859200088,0.05541506773032644,,9.233526697673025e-05,"15,100","700,500","9,061,381",0.0006879397670357721,,0.039627039627039624,"23,382",156,47.0,"838,246",,0.00025693415075572675,,,0.0005257455392136171,,0.0
A Tu Merced,YHLQMDLG,Bad Bunny,2/29/2020,QM4TX2030959,"2,856",26.1,0.1817759922071993,0.15928427093231434,0.07959172201514357,70.0,0.02191070116125187,"1,517,496","80,500","42,847,884",0.0012343329627769978,"1,278,210",0.039627039627039624,"3,929",,12.0,"77,806",8.0,0.017979449819654884,"4,614",,0.0030530648936678327,,0.0
Cake By The Ocean,Pop Music Best Hit 2012-16's VOL18,DNCE,1/1/2012,USUM71514637,"2,863",26.1,0.3791773004238809,0.3065798767257631,0.3326310731499098,76.0,0.012571651411112878,"2,069,073","563,713","55,758,553",0.0014800089655797135,312,0.26456876456876455,"170,627",323,110.0,"2,298,858",58.0,0.26165142842170624,"437,161",,0.07227243613719944,,1.0
Exchange,T R A P S O U L,Bryson Tiller,10/2/2015,USRC11502185,"2,857",26.1,0.23115234450764852,0.22935308973205892,0.19240905049901139,76.0,0.04371326237121647,"4,429,142","245,277","12,247,275",0.00030838506275006225,"118,725,866",0.14102564102564102,"28,008",15,70.0,"370,637",15.0,0.008701528632515814,,"22,910,659",0.01311875160212122,,1.0
Wasted Love (feat. Lagique),Wasted Love (feat. Lagique),Ofenbach,1/8/2021,FR9W12028036,"2,868",26.1,0.09013325841435081,0.11249832737965179,0.09188183428870768,61.0,0.0041345697675181795,"440,351","728,654","53,819,526",0.003309856894272353,"27,764,465",0.17715617715617718,"193,630",,54.0,"1,047,713",7.0,0.006483228434480191,724,,0.009464411541211065,,0.0
She Got the Best of Me,This One's for You Too (Deluxe Edition),Luke Combs,6/1/2018,US6XF1700267,"2,862",26.1,0.13374549475662753,0.0985109867867227,0.06950691382520056,79.0,0.021952485650032987,"1,376,330","48,738","6,199,392",0.00019356337773481934,"514,930,459",0.031468531468531465,"188,483",19,3.0,"6,863",11.0,0.23446582482037817,"50,137",,0.004986970968551167,,0.0
