Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Shazam Counts,Pandora Streams,Soundcloud Streams,YouTube Views,TikTok Views,Explicit Track
-0.09727470233799311,-0.39999320179114284,5.883945747619121,0.061715217466470754,-0.3351356082712152,-0.09114093984142616,-0.4427703723580696,0.8341993588343579,-0.7482317801859917
-0.22261185150214416,-0.4368325621344778,5.136439258940427,-0.21164186462823445,-0.40349415496650964,0.011168282848560343,-0.395667178129599,-0.1457059257832669,1.3364842639421501
0.29851748191872735,-0.06577825960602741,6.392000961814278,0.522792771902691,-0.4219292856727381,0.0443663476943679,-0.38648502160482995,0.45876345111287475,-0.7482317801859917
2.9829033732624466,2.983708414438817,3.846358518814149,1.6750296478816726,0.8165097260782919,-0.18150154416778028,1.0432553956018338,2.6072747397030724,-0.7482317801859917
-0.6293494443111808,-0.7324815200953951,4.3518597312781,-0.3281877267170574,-0.4254642501173119,-0.3525681603320982,-0.45290527765986965,-0.13469463858971162,1.3364842639421501
0.42871497430894073,0.6639467725348465,5.164389506192011,0.387397754240414,0.47065357224326093,0.1707889208580709,-0.37392950779208395,0.3764470521858296,1.3364842639421501
0.859526830486988,0.2001076653921417,6.052011715349918,1.3520311863059877,-0.017948262983705127,-0.18150154416778028,-0.11313262356957622,-0.08325132080415858,-0.7482317801859917
0.43700053490734864,-0.2672696054408565,6.379424186788599,0.6599456834534326,-0.43296194194927,-0.18150154416778028,-0.2311253916204223,0.5420417085514981,1.3364842639421501
2.272817429368671,-0.8346919927805911,-0.7866709469651133,-0.2581174841308101,-0.37036167801854747,-0.18150154416778028,-0.3487838653846968,-0.13469463858971162,1.3364842639421501
-0.6600578366585356,-0.6875185359191465,5.462191332414943,-0.29130174090922434,-0.44878561405344713,-0.1556999893021856,-0.518464245565929,0.00084493602740817,1.3364842639421501
-0.3608200798167558,-0.6051642378638771,4.938626541126436,-0.23893663051263073,-0.30069891967075374,-0.2739108070308027,-0.5192076519435649,-0.18514717522771967,1.3364842639421501
-0.6216148658944763,-0.8346778401258299,-0.7777233071350135,-0.2581174841308101,-0.37036167801854747,-0.18150154416778028,-0.3487838653846968,-0.13469463858971162,1.3364842639421501
-0.4142164345685521,-0.6393995097311561,5.905966239612649,-0.32936382717000756,-0.44645187176037965,-0.2898556021415205,-0.5077617292177881,-0.11669895754723848,-0.7482317801859917
-0.16351184337100574,-0.22578817433585655,2.8828892600903497,-0.062706446336803,-0.27999476401831175,0.31815859669234703,-0.4224930055130995,-0.13469463858971162,1.3364842639421501
-0.8297207841123289,-0.8307858600665071,-0.7858421728096592,-0.4081563888505228,-0.37036167801854747,-0.18150154416778028,9.32707162507419,-0.18554452818792302,-0.7482317801859917
0.9073902359414809,0.6315796510960423,1.925415502196168,0.07873122141230085,-0.3741373635821448,-0.3148787053144267,0.8056283207699781,1.248608314371947,1.3364842639421501
-0.08795901335730051,-0.6537786069685085,5.249591899550355,-0.19547114432879262,-0.38890774080924617,-0.3428988843546389,-0.412811113403828,-0.14590137833141326,-0.7482317801859917
1.5323467990076147,0.6544078832258154,5.959054194200464,0.8203537651472822,-0.15565378681963674,-0.18150154416778028,-0.3585104766375012,0.8578891342298037,1.3364842639421501
-0.6589392175057666,-0.7427280421424848,0.9871545136511433,-0.36332374977989695,-0.453616262570364,-0.30898756477532946,-0.5429866955946818,0.04878693462214593,-0.7482317801859917
5.367988417800355,4.927108508278898,4.973135977761344,2.229229225279122,0.4311773946544287,-0.18150154416778028,0.6097054594449856,2.760679406611946,-0.7482317801859917
1.1697214939181493,1.5838410267016103,3.342347098287847,0.9236637825162416,0.014437153148541703,-0.18150154416778028,-0.21263778479770318,1.1714102814903682,1.3364842639421501
0.19822378960250245,-0.4890275528936862,8.113182878052973,-0.16673291033265322,-0.38622592214952034,-0.2763740048418822,-0.40858670303900047,0.0782672660669858,1.3364842639421501
2.277618067277369,-0.8345646188877405,-0.7866492353212537,-0.2581174841308101,-0.37036167801854747,-0.18150154416778028,-0.3487838653846968,-0.13469463858971162,1.3364842639421501
-0.02926255910730792,-0.352893166745957,4.401347284674006,-0.038491079090791976,-0.36284185325510593,-0.18150154416778028,-0.5140742646613358,1.0610721892790358,1.3364842639421501
-0.38002357194404746,-0.8346919927805911,-0.7866713879828793,-0.2581174841308101,-0.37036167801854747,-0.18150154416778028,-0.3487838653846968,0.6379842886274257,-0.7482317801859917
-0.8164195281971863,-0.7851152431521998,-0.7642445490047405,-0.2970786095659525,-0.37036167801854747,-0.18150154416778028,-0.5603228648804109,4.1974268215316135,-0.7482317801859917
5.002465001024993,5.5585008951391375,3.786123667783286,-0.2581174841308101,0.8601217967570767,1.6960000076815116,1.2795222221512161,4.349217505258272,1.3364842639421501
0.5228720337759435,0.02782739898437502,-0.5311943081487875,-0.044886753185899825,0.12252696272728232,-0.18150154416778028,23.40599308179634,1.0723620742602888,-0.7482317801859917
0.27929291600137957,-0.46386413272831944,5.913236349634602,-0.13026815636695274,-0.38793962813426397,-0.2728974762060183,-0.33613519611347437,-0.13469463858971162,-0.7482317801859917
1.0529884281989552,-0.832894605625922,-0.7702026990220311,0.3798397270077059,0.7470284604429329,-0.18150154416778028,-0.3487838653846968,-0.13469463858971162,1.3364842639421501
2.257914420862509,-0.3773984884649291,-0.3368509414013474,-0.2581174841308101,-0.37036167801854747,-0.18150154416778028,-0.3487838653846968,-0.13469463858971162,1.3364842639421501
-0.595824969620891,-0.7854690595212291,0.09320451373923568,-0.37491978652519914,-0.4546347986162111,-0.3492521296018495,-0.03797710135036756,-0.11094944113041172,-0.7482317801859917
0.42817196847980704,0.5586227158021922,4.317974165159722,0.7275565665731033,-0.18528368139631918,-0.02133330839410988,-0.17708121177694086,0.5665916725189597,-0.7482317801859917
0.5779351327173285,1.1345083906891087,2.7373781282631326,0.9092292776464433,-0.32026892387661066,0.25579861231844914,-0.3929339248080846,0.2412520368741701,-0.7482317801859917
0.16843198885706653,-0.5013120572263849,1.5028502249427205,-0.2581174841308101,-0.24803246428382741,-0.2783303671615454,-0.4753035617618516,-0.13469463858971162,-0.7482317801859917
0.06969926442112213,-0.8346070768520241,-0.7866199246020432,0.24198217742146377,0.35513417113163803,-0.18150154416778028,-0.3487838653846968,-0.13469463858971162,-0.7482317801859917
-0.2447169206829113,-0.4700488428589523,5.327784179821966,-0.10784364131671967,-0.31208086242135946,-0.11019597006339484,-0.47446382762615535,-0.11319984163795466,1.3364842639421501
0.6248287214523662,0.41410995803584827,5.340675163043627,1.445006923732083,1.2395706862126719,-0.0576392839378408,-0.36213197677983056,-0.07127999551712234,-0.7482317801859917
0.5964141527707547,1.828002626641378,1.940603170244855,0.28659344946542914,-0.024571608751179506,1.5139725921247509,-0.4274599249060046,0.44206236616613565,1.3364842639421501
4.935098249654392,4.475384073611758,1.4150640441917506,7.494672547578216,2.0402150181655263,1.7577170933448212,4.377616283313124,0.9354914083623144,-0.7482317801859917
-0.4281052185895754,-0.6808526355266337,6.087331233771894,-0.35835409528089573,-0.44988998081199155,-0.2866454172571861,-0.5503363380170204,-0.10080922619563877,-0.7482317801859917
-0.5093274106123256,-0.4408802213961735,-0.5904339517042351,-0.2581174841308101,-0.4536996931252596,-0.18150154416778028,-0.5338193607585244,2.1470085593948802,1.3364842639421501
2.28260024652002,2.8767992603729113,7.353754491806515,1.5252505321725471,0.4799976606780421,0.08964053347877372,0.11797166872649238,0.015604920000423154,1.3364842639421501
